Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 10, 77.24719101123596%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 11, 76.65745856353591%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 12, 77.33516483516483%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 13, 76.97010869565217%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 14, 77.88978494623656%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 15, 76.39627659574468%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 16, 77.89473684210526%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 17, 75.8419689119171%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 18, 76.78571428571429%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 19, 78.28282828282829%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 20, 76.99004975124379%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 21, 77.5990099009901%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 22, 77.24514563106796%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 23, 77.4639423076923%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 24, 78.37677725118483%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 25, 78.34507042253522%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 26, 79.14746543778803%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 27, 79.48863636363637%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 28, 78.04054054054053%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 29, 77.21238938053098%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 30, 80.29475982532752%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 31, 80.0646551724138%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 32, 80.53191489361701%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 33, 78.19037656903765%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 34, 78.96090534979425%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 35, 80.74186991869918%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 36, 81.12549800796812%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 37, 81.44685039370079%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 38, 80.6949806949807%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 39, 82.3473282442748%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 40, 81.55430711610488%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 41, 81.38888888888889%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 42, 81.99458483754512%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 43, 81.25%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 44, 81.73076923076923%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 45, 82.06335616438356%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 46, 82.43243243243244%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 47, 83.82838283828383%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 48, 83.0762987012987%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 49, 83.55891719745223%
Classifier: J48 options: -C 0.40 -M 50 Window size: 256 Overlap: 50, 82.03125%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 0, 77.65625%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 1, 75.92592592592592%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 2, 76.52439024390245%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 3, 76.3719512195122%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 4, 77.56024096385542%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 5, 76.63690476190477%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 6, 78.08823529411765%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 7, 76.45348837209302%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 8, 75.29069767441861%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 9, 78.125%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 10, 74.15730337078652%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 11, 75.69444444444444%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 12, 77.91666666666667%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 13, 76.23626373626374%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 14, 75.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 15, 74.06914893617021%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 16, 75.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 17, 77.34375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 18, 74.61734693877551%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 19, 77.16836734693877%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 20, 77.125%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 21, 75.74257425742574%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 22, 77.94117647058823%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 23, 77.52403846153845%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 24, 79.76190476190477%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 25, 77.94811320754717%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 26, 78.47222222222221%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 27, 79.93119266055045%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 28, 76.93181818181817%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 29, 76.45089285714286%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 30, 76.31578947368422%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 31, 78.15217391304347%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 32, 79.59401709401709%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 33, 77.86016949152543%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 34, 78.92561983471074%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 35, 78.99590163934425%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 36, 76.3%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 37, 76.6732283464567%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 38, 77.71317829457365%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 39, 79.42307692307692%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 40, 79.32330827067669%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 41, 79.57089552238806%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 42, 77.82846715328468%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 43, 78.68705035971223%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 44, 77.02464788732394%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 45, 79.48275862068965%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 46, 78.57142857142857%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 47, 80.58333333333333%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 48, 78.02287581699346%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 49, 79.19354838709678%
Classifier: J48 options: -C 0.40 -M 50 Window size: 512 Overlap: 50, 78.61635220125787%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 0, 44.0625%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 1, 42.5%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 2, 49.69512195121951%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 3, 45.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 4, 44.51219512195122%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 5, 45.535714285714285%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 6, 47.32142857142857%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 7, 39.88095238095239%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 8, 44.47674418604651%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 9, 46.22093023255814%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 10, 53.125%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 11, 44.31818181818182%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 12, 51.11111111111111%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 13, 51.63043478260869%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 14, 54.347826086956516%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 15, 48.369565217391305%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 16, 49.46808510638298%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 17, 47.07446808510639%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 18, 49.48979591836735%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 19, 52.34375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 20, 53.826530612244895%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 21, 51.74999999999999%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 22, 55.75%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 23, 58.333333333333336%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 24, 58.65384615384615%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 25, 62.5%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 26, 50.70754716981132%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 27, 62.04545454545455%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 28, 60.416666666666664%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 29, 72.09821428571429%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 30, 66.51785714285714%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 31, 70.6140350877193%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 32, 71.55172413793103%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 33, 72.2457627118644%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 34, 73.125%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 35, 71.45833333333333%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 36, 71.37096774193549%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 37, 72.98387096774194%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 38, 80.078125%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 39, 74.21875%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 40, 70.57692307692308%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 41, 77.61194029850746%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 42, 76.83823529411765%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 43, 77.71739130434783%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 44, 76.78571428571429%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 45, 77.60416666666666%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 46, 76.1986301369863%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 47, 77.87162162162163%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 48, 75.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 49, 77.59740259740259%
Classifier: J48 options: -C 0.40 -M 50 Window size: 1024 Overlap: 50, 77.05696202531645%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 0, 25.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 1, 23.75%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 2, 25.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 3, 24.375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 4, 24.375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 5, 27.976190476190478%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 6, 23.75%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 7, 25.595238095238095%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 8, 23.809523809523807%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 9, 31.25%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 10, 32.38636363636363%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 11, 34.090909090909086%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 12, 25.568181818181817%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 13, 34.659090909090914%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 14, 29.347826086956523%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 15, 27.173913043478258%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 16, 31.770833333333332%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 17, 25.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 18, 30.729166666666668%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 19, 29.6875%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 20, 31.770833333333332%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 21, 30.208333333333332%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 22, 34.5%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 23, 36.5%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 24, 36.0%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 25, 32.69230769230769%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 26, 33.33333333333333%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 27, 31.73076923076923%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 28, 33.33333333333333%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 29, 33.33333333333333%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 30, 34.375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 31, 34.375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 32, 35.3448275862069%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 33, 34.91379310344828%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 34, 39.166666666666664%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 35, 38.793103448275865%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 36, 44.166666666666664%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 37, 41.25%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 38, 35.483870967741936%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 39, 39.84375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 40, 34.375%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 41, 35.546875%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 42, 35.60606060606061%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 43, 37.5%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 44, 36.78571428571429%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 45, 38.57142857142858%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 46, 42.857142857142854%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 47, 41.891891891891895%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 48, 42.9054054054054%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 49, 43.24324324324324%
Classifier: J48 options: -C 0.40 -M 50 Window size: 2048 Overlap: 50, 46.794871794871796%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 0, 77.80373831775701%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 1, 75.61349693251533%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 2, 78.45744680851064%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 3, 76.81268882175226%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 4, 77.74480712166172%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 5, 78.61356932153393%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 6, 78.03362573099415%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 7, 77.6086956521739%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 8, 78.24074074074075%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 9, 78.70762711864407%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 10, 78.10754189944134%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 11, 79.12087912087912%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 12, 77.97131147540983%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 13, 79.5945945945946%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 14, 79.25603217158177%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 15, 78.48684210526315%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 16, 80.12402088772846%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 17, 78.00387596899225%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 18, 78.39467005076142%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 19, 79.66791979949875%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 20, 81.56094527363184%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 21, 78.68550368550369%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 22, 79.57831325301204%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 23, 80.75775656324582%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 24, 79.225768321513%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 25, 80.38641686182669%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 26, 80.29176201372998%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 27, 80.34502262443439%
Classifier: J48 options: -C 0.05 -M 50 Window size: 128 Overlap: 28, 79.83780760626398%
